GENE	CHR	START	TWAS.Z
CCDC170	6	151494030	2.0021
PLEKHG1	6	150599883	1.70246
MYCT1	6	152697895	1.66757
ACAT2	6	159760328	-0.38456
TCP1	6	159778498	1.36199
SERAC1	6	158109515	-0.08113
COL10A1	6	116118923	-0.86555
AMD1	6	110874770	0.49544
USP45	6	99432379	-0.24616
F13A1	6	6144085	0.86949
TRERF1	6	42224931	0.02642
PACSIN1	6	34466061	0.01341
SIRT5	6	13574529	0.73066
MRS2	6	24402908	-1.05628
SNRPC	6	34757406	1.24145
SERPINB6	6	2948159	0.39851
XPO5	6	43522330	-1.23476
ABCC10	6	43427366	1.97571
NQO2	6	2987987	1.6384
PRICKLE4	6	41780349	1.72012
AARS2	6	44299654	1.79245
RPS10	6	34417454	0.51426
MED20	6	41905354	0.74158
MAD2L1BP	6	43629540	3.1022
GNMT	6	42960758	-0.10903
TREM1	6	41267926	0.36325
KLHL31	6	53647901	0.13671
SOX4	6	21592768	3.74693
CPNE5	6	36740775	0.30054
RREB1	6	7107597	-1.39216
RIOK1	6	7389496	-1.15224
NRN1	6	5997999	0.95944
SLC35B3	6	8413068	-1.09322
RPP40	6	4994732	1.23718
ATXN1	6	16299112	0.47125
NUP153	6	17615035	-1.03172
DEK	6	18223868	0.43226
KIF25	6	167996241	-0.7745
ERMARD	6	169751622	-1.02787
RTN4IP1	6	106571971	-0.89697
MLLT4	6	167826922	-1.09064
PPIL4	6	149504733	0.5275
AKAP12	6	151239999	-0.3913
LATS1	6	149658153	-2.01607
PNISR	6	99398051	-0.99726
POPDC3	6	105158280	0.64837
MTO1	6	73461578	-0.21291
ANKRD6	6	89433170	2.06716
KHDC1	6	73241314	-0.51906
CEP162	6	84124241	0.09027
SYNCRIP	6	85607785	0.73542
SNX14	6	85505496	0.4606
NT5E	6	85449584	-1.31058
AKIRIN2	6	87675072	-5.3281
ORC3	6	87590067	-1.55772
MAP3K7	6	90513573	-0.07814
LTV1	6	143843344	-0.9362
MAP7	6	136342281	-0.45564
CD164	6	109366514	-0.10896
LACE1	6	108294894	-0.39382
AHI1	6	135283532	0.62368
PKIB	6	122471917	-1.64265
REPS1	6	138903493	-0.16079
FOXP4	6	41546426	4.02439
PIM1	6	37170203	-0.39865
GMPR	6	16238580	-0.7833
CMTR1	6	37433219	0.03762
TFAP2A	6	10393186	1.14817
YIPF3	6	43511827	1.88766
TMEM63B	6	44126914	2.13995
TJAP1	6	43477523	-0.33707
KIAA0319	6	24544104	-1.39369
SLC22A23	6	3268962	2.93963
TUBB2A	6	3153669	-1.7856
LRRC1	6	53794497	-0.86428
RIPK1	6	3063991	-1.01848
TPMT	6	18128311	-0.82846
RNF144B	6	18387350	0.91301
TAF8	6	42050513	-0.5095
FAM8A1	6	17600355	0.6428
MYLK4	6	2663629	-0.44915
TBC1D7	6	13266542	0.72994
FARS2	6	5261044	2.17573
CDKAL1	6	20534457	0.81129
TNFRSF21	6	47231532	-0.30178
MUT	6	49430360	-1.77523
PRIM2	6	57314805	1.27668
HMGCLL1	6	55434369	-0.09709
FGD2	6	37005646	0.88004
TCTE1	6	44278743	-1.32472
NFKBIE	6	44258166	0.38205
CYP39A1	6	46549580	1.6443
TPBG	6	82363206	0.70552
IRAK1BP1	6	78867472	-2.10085
PHIP	6	78935867	2.08554
PRSS35	6	83512538	2.71344
FAXC	6	99271169	-1.11407
PNRC1	6	89080751	-3.02307
PM20D2	6	89146050	0.74158
CLVS2	6	122995971	-2.20446
RNF217	6	124962545	-3.5079
ARHGAP18	6	129576132	-0.00818
SLC2A12	6	133988697	7.36345
SHPRH	6	145864245	1.20588
DYNLT1	6	158636474	-0.18185
TIAM2	6	154832697	0.5557
ARMT1	6	151452258	2.0021
LINC01558	6	167784537	-0.51969
BEND6	6	56955126	-0.88554
UTRN	6	144285701	1.57464
GRM1	6	146027646	-2.23951
PTPRK	6	127968779	-0.95134
NRSN1	6	24126122	-0.93656
SYCP2L	6	10886831	0.74716
BMP6	6	7726797	-1.22326
CNKSR3	6	154387504	-2.77832
NUS1	6	117675502	-1.42687
SDHAF4	6	70566917	0.86073
AK9	6	109492856	-0.4645
CDK19	6	110609978	1.0388
GTF3C6	6	110958560	1.73462
RMND1	6	151404763	-1.17952
EEF1A1	6	73515750	-0.76177
CD109	6	73695785	0.17147
LRFN2	6	40391586	0.26872
ZFAND3	6	37819499	0.35386
MAPK13	6	36127809	0.32473
SLC35B2	6	44254096	-2.18329
SLC35A1	6	87470623	0.98859
GRIK2	6	101398788	0.25003
FABP7	6	122779475	-0.63763
TXLNB	6	139240061	1.6327
CITED2	6	139371807	0.21278
TMEM200A	6	130365734	0.73771
DACT2	6	168292830	0.3372
PDSS2	6	107152557	2.84302
STXBP5	6	147204425	0.63878
USP49	6	41789896	-0.74158
FNDC1	6	159169397	0.24295
KDM1B	6	18155329	0.14327
KIAA1586	6	57046532	-1.50571
CDC40	6	110180141	-0.7982
SNRNP48	6	7590199	0.76726
PXDC1	6	3722614	0.90118
SERPINB9	6	2887266	-0.24394
POLH	6	43576150	1.29262
GSTA4	6	52977948	-3.45593
PAQR8	6	52361421	0.67377
PDE7B	6	135851696	2.39972
DLK2	6	43450352	3.1551
PRL	6	22287244	-0.09306
MBOAT1	6	20102145	-0.66688
ID4	6	19837386	0.13388
GTPBP2	6	43605316	-0.84171
FUT9	6	96015984	0.55647
SMPDL3A	6	122789049	1.00859
MFSD4B	6	111259348	0.40101
ZC3H12D	6	149446795	-1.66783
BEND3	6	107065182	0.12444
TDRD6	6	46687875	-1.6443
RNF182	6	13924446	0.31135
ZBTB2	6	151364117	0.8888
RPL24P4	6	42956345	0.68332
C6orf223	6	44000580	3.93309
CEP57L1	6	109095110	2.47057
WDR27	6	169457212	2.24127
POU3F2	6	98834592	0.69724
PPIL6	6	109390215	-0.57545
PARK2	6	161347420	0.9386
KLHL32	6	96924620	-0.84682
TRDN	6	123216339	1.13769
C6orf1	6	34246380	-0.22496
KATNA1	6	149594873	-1.67429
TSPYL4	6	116249961	1.00006
NHLRC1	6	18121419	-0.32259
EYS	6	63719980	0.407
C6orf132	6	42101118	0.73971
NKAIN2	6	123804141	1.00885
ZNF292	6	87152833	-0.26717
ADAT2	6	143422832	1.54563
SUPT3H	6	44809317	-2.00416
HDAC2	6	113933028	-0.54925
KPNA5	6	116681187	0.35631
MAP3K5	6	136557047	-2.97246
RPF2	6	110982015	1.41304
ELOVL2	6	10980759	-0.64141
CD2AP	6	47477789	1.39237
MLLT4-AS1	6	167823876	-1.36301
SH3BGRL2	6	79631283	-0.55136
LPA	6	160531483	0.76713
DLL1	6	170282206	2.12203
PPP1R14C	6	150143076	2.07133
RPL10A	6	35468408	1.76979
SFT2D1	6	166319728	0.10621
CCDC167	6	37482920	-1.01441
L3MBTL3	6	130013699	0.03751
SAMD5	6	147508927	1.31544
TMEM244	6	129831244	0.29438
CENPW	6	126340174	-0.26627
FAM229B	6	112087599	-1.26534
LIN28B-AS1	6	104864464	1.63008
C6orf163	6	87344849	-1.55861
TDRG1	6	40334954	0.15485
RPL15P3	6	12514110	1.45073
FGFR1OP	6	166999182	0.35811
LPAL2	6	160453428	0.1104
RP11-288H12.3	6	160093082	1.22276
SCAF8	6	154733325	-1.04223
RP3-382I10.7	6	87408012	-0.1735
TPT1P6	6	85427453	1.54894
RP1-257A7.4	6	13264861	-1.66214
LINC00680	6	57946074	0.7445
TMEM242	6	157289386	-2.19661
RP1-95L4.4	6	143342246	1.18738
CICP18	6	142272	-0.63347
RP11-475C16.1	6	153282287	0.07842
NPM1P37	6	69705287	0.38729
PPP1R3G	6	5084581	0.32334
RPL23AP47	6	170745518	3.19772
HNRNPH1P1	6	159712801	2.05129
PKMP3	6	85659892	1.49174
RP11-277I20.3	6	144708106	0.9348
C6orf226	6	42890265	-0.51626
RP11-503C24.6	6	168298069	1.50823
RP1-234P15.4	6	75285014	1.22193
NOL7	6	13615327	0.89447
LINC01108	6	14280127	-0.53975
LINC01268	6	113868013	-2.44033
RP1-101K10.6	6	152983331	0.3017
TSTD3	6	99520693	-0.24616
RP11-98I9.4	6	99424922	-0.63536
VDAC1P8	6	143490424	0.8084
RP11-456H18.2	6	12007670	0.31919
KIF25-AS1	6	167992822	-1.21644
RP11-240M16.1	6	137945366	-0.23078
RP1-151F17.1	6	16761138	-0.61847
RP11-632C17__A.1	6	117998975	-0.41022
SERPINB9P1	6	2854657	3.01036
RP3-525N10.2	6	68629962	0.32416
LINC00271	6	135497801	0.60956
LINC00472	6	71344344	0.3648
STXBP5-AS1	6	146841901	-0.67202
RP11-250B2.3	6	80443344	-0.74364
EIF3EP1	6	73291962	-1.08568
RP11-61I13.3	6	39881804	-2.73062
RP11-477D19.2	6	155253139	1.23602
RP11-545I5.3	6	145799409	2.58695
RP3-470B24.5	6	167975924	-1.73033
RP3-486I3.7	6	116254207	-2.05056
RP11-356I2.4	6	137823673	0.74984
RP5-1120P11.1	6	43995723	3.35354
RP3-393E18.2	6	159586955	4.07614
RPSAP41	6	73290403	-1.08568
LINC01011	6	2987967	0.98613
PTCHD4	6	47878028	-0.17973
RP1-179N16.6	6	36146698	1.35811
HS3ST5	6	114055586	3.52109
GMDS-AS1	6	2245748	-7.39978
RP3-403A15.5	6	127438406	1.37327
C6orf3	6	111599875	-2.10889
BLOC1S5-TXNDC5	6	7881522	-1.3642
RP3-467N11.1	6	100881471	-0.0206
NBAT1	6	22134957	0.46122
RP11-250B2.5	6	80466958	-0.74364
RP1-140C12.2	6	170414139	2.37831
RP3-512B11.3	6	7540451	-0.27622
RP1-168L15.5	6	166383189	-0.02163
RP1-266L20.9	6	169770413	-0.50882
RP3-431P23.5	6	167795530	-0.41005
RP11-420L9.5	6	3751111	1.53012
RP3-466P17.1	6	145735570	2.39021
RPS10-NUDT3	6	34288770	1.51233
RP11-230C9.2	6	156776360	0.56494
RP5-1112D6.7	6	111297126	-1.63398
RP1-111C20.4	6	158988178	-0.61541
RP11-393I2.4	6	87151159	1.18227
GTF2H5	6	158168352	-1.17165
RP11-177G23.2	6	79561132	-0.87002
CASC15	6	21664772	-0.17826
RP3-325F22.5	6	136550661	-0.24261
RP3-500L14.2	6	13825432	1.47947
RP11-506K6.4	6	3311662	0.9517
NUDT3	6	34279679	1.08254
RP1-151F17.2	6	16764346	-1.21554
RP1-30M3.5	6	24700907	1.62452
RP3-329A5.8	6	35220370	1.50299
CD24	6	106969831	-1.07382
U91328.19	6	25992662	-2.25541
XXbac-BPGBPG55C20.1	6	57855891	0.7445
RP3-428L16.2	6	160990318	0.1104
RP11-517H2.6	6	166999405	-0.70546
MARCKS	6	113857362	-0.0949
RP1-20N2.8	6	143484979	1.91351
RP3-331H24.6	6	71386852	0.16472
GVQW2	6	138725211	0.04645
RP1-168L15.6	6	166388136	-0.82378
AL023806.1	6	145789760	-2.93456
RN7SK	6	52995621	2.5763
GUSBP1	6	57919912	-0.89139
ANKIB1	7	92246234	-2.79123
CYP51A1	7	92112151	1.51349
KRIT1	7	92198969	-0.69622
HECW1	7	43112599	0.35727
MAD1L1	7	1815793	-0.42427
TMEM176A	7	150800403	-0.32538
ICA1	7	8113184	-0.56565
ARF5	7	127588345	-0.36648
VPS50	7	93232340	0.82304
PDK4	7	95583499	0.1381
SLC25A13	7	96120220	-1.22304
PRKAR2B	7	107044649	2.20826
RHBDD2	7	75842602	-1.12545
TAC1	7	97731908	0.45056
BAIAP2L1	7	98291651	0.18102
KDM7A	7	140084746	0.32224
ETV1	7	13891228	1.74749
GGCT	7	30496621	-0.13986
DBF4	7	87876216	1.09212
IFRD1	7	112422968	0.54452
GTF2IRD1	7	74453790	-2.42619
VPS41	7	38722963	1.07973
SCIN	7	12570577	-1.03252
CYTH3	7	6161776	0.24989
UBE3C	7	157138913	0.15558
RNF216	7	5620047	0.95392
ANLN	7	36389806	-1.0539
NUB1	7	151341699	2.53053
HGF	7	81699006	-1.63212
ABCF2	7	151207837	-0.39717
ZPBP	7	49850421	1.29414
HDAC9	7	18086949	0.62177
ZNF800	7	127346790	-1.61976
ELN	7	74027789	-1.58799
NFE2L3	7	26152240	0.40016
KCNH2	7	150944961	-1.24364
KMT2C	7	152134922	2.11045
CDK14	7	90466424	-1.77596
CAMK2B	7	44217150	1.79622
HIPK2	7	139561570	0.75264
TNPO3	7	128954180	1.38336
STAG3	7	100177563	1.81975
ASNS	7	97852118	-0.22848
OSBPL3	7	24796539	-1.60253
SNX13	7	17790761	-0.33206
WBSCR22	7	73683025	0.65257
CYP2W1	7	983199	-5.02615
SRI	7	88205118	0.38168
SLC25A40	7	87833568	-1.12626
FSCN1	7	5592823	-1.05627
BCAP29	7	107579977	-0.55235
CTTNBP2	7	117710651	-4.57945
LRCH4	7	100574011	1.81975
PMS2P1	7	100320992	1.2106
ADCYAP1R1	7	31052461	1.49256
UBE2D4	7	43926438	-1.5222
CNOT4	7	135361795	-0.19967
CADPS2	7	122318425	-0.4508
SMARCD3	7	151238764	1.3284
ABCB1	7	87503633	-0.31423
AKR1B1	7	134442350	-0.24682
EIF2AK1	7	6022244	0.87036
EPDR1	7	37683843	-0.10491
SNX10	7	26291895	0.36746
TRIP6	7	100867138	0.62647
ACHE	7	100889994	-1.35935
SRRT	7	100875111	-1.22274
NDUFB2	7	140690777	-0.67322
DTX2	7	76461676	-1.21142
PUS7	7	105439661	-1.26557
NRCAM	7	108147623	0.3375
LAMB1	7	107923799	0.29037
SLC26A4	7	107660635	-0.17058
DLD	7	107890970	-0.26742
AVL9	7	32495426	2.239
RUNDC3B	7	87627548	-0.46889
CFAP69	7	90245174	-1.44756
GTPBP10	7	90335223	-1.35297
CDK6	7	92604921	1.30046
PMPCB	7	103297422	-1.10076
NAMPT	7	106248285	1.36005
TWISTNB	7	19695462	-1.66976
ITGB8	7	20330702	-3.05042
HBP1	7	107168961	-1.71421
DUS4L	7	107563484	-1.29129
SP4	7	21428034	-0.11151
CBLL1	7	107743697	-0.71974
MTPN	7	135926761	0.10376
PTN	7	137227341	0.70065
MPP6	7	24573268	-2.34424
DFNA5	7	24698353	-2.9312
TTC26	7	139133744	0.45452
OGDH	7	44606572	0.12819
NPVF	7	25224570	-0.09386
H2AFV	7	44826791	0.61991
CAV1	7	116524785	6.1321
RNF32	7	156640281	-0.77231
LMBR1	7	156668946	-0.47621
DNAJB6	7	157335381	-0.03814
LFNG	7	2512529	-1.81708
BRAT1	7	2537877	1.00392
IQCE	7	2558972	-1.94865
SSBP1	7	141738321	-0.49109
HIBADH	7	27525442	0.94038
TAX1BP1	7	27739331	0.66109
CPVL	7	28995231	-0.06486
CHN2	7	29122274	2.52207
ABHD11	7	73736094	1.21995
FKBP14	7	30010587	-1.18685
PLEKHA8	7	30027404	1.62215
STX1A	7	73699206	0.83195
NOD1	7	30424527	-2.80658
EPHB6	7	142855061	1.87002
NSUN5P2	7	72947581	-0.88192
CASP2	7	143288215	1.33639
CHCHD2	7	56101569	0.09687
HSPB1	7	76302544	1.39954
PDAP1	7	99392048	1.28514
BUD31	7	99408641	-0.47269
ZKSCAN1	7	100015572	2.02866
EIF3B	7	2354086	1.20579
TAF6	7	100107070	0.07441
WASL	7	123681935	0.05674
AIMP2	7	6009245	-1.36093
TFR2	7	100620416	-2.025
FBXO24	7	100583982	2.81147
USP42	7	6104884	1.31622
AGFG2	7	100539211	-1.33224
LSM5	7	32485332	0.06878
AP1S1	7	101154397	-3.09107
C1GALT1	7	7156934	0.67621
PLOD3	7	101205977	-2.47267
CLDN15	7	101232092	-3.09107
TMEM106B	7	12211241	-0.58992
EZH2	7	148807383	-1.09322
CEP41	7	130393771	-2.02147
ZNF862	7	149838367	0.11215
SFRP4	7	37905932	-0.78806
ANKMY2	7	16599776	1.19838
POU6F2	7	38977998	-0.23984
TSPAN13	7	16753535	-1.18778
RARRES2	7	150338317	0.81516
CHCHD3	7	132784868	0.90932
BLVRA	7	43758680	1.83436
PRKAG2	7	151556111	-1.07632
POLD2	7	44114681	0.88866
BCL7B	7	73536356	2.06946
TBL2	7	73568932	-0.4873
LIMK1	7	74082933	1.08979
PILRB	7	100352176	-1.2106
BBS9	7	33129244	-2.01713
PMS2	7	5973239	-1.36093
EEPD1	7	36153149	4.09974
KIAA0087	7	26533121	-1.02964
KLHL7	7	23105758	-4.47818
HNRNPA2B1	7	26189927	-0.64213
WIPF3	7	29806486	-2.34368
FAM126A	7	22889371	-2.08165
INHBA	7	41667168	-0.00297
ARL4A	7	12686856	-0.44663
CCZ1	7	5898725	0.27575
POLM	7	44072247	-0.45999
RAMP3	7	45157791	-0.48088
MRM2	7	2234231	-3.27445
KIAA1549	7	138831381	-1.50104
C7orf49	7	135092363	0.76498
ASL	7	66075798	0.96338
LRRC61	7	150322639	-1.12595
GNG11	7	93921699	0.29566
SHFM1	7	96481626	-1.31799
GNGT1	7	93591573	0.0254
HIP1	7	75533300	-2.38105
PTPN12	7	77537275	0.70908
POR	7	75899200	1.25144
FGL2	7	77193371	0.63801
STYXL1	7	75996338	-0.57999
PMS2P3	7	75502930	-1.37173
CASD1	7	94509219	-0.31087
DOCK4	7	111726110	0.10765
CDHR3	7	105876796	-0.16817
PRKRIP1	7	102363872	0.21166
VGF	7	101162509	1.43753
PODXL	7	131500262	-0.14773
FLNC	7	128830377	2.69802
LRRC4	7	128027071	3.08205
CCDC136	7	128790757	0.16893
IRF5	7	128937612	1.61651
LRRC17	7	102912991	0.6496
FEZF1	7	122301394	0.19142
DPP6	7	153887097	1.002
ARPC1B	7	99374249	-1.28222
SEC61G	7	54752250	-0.00985
LANCL2	7	55365448	1.40525
FIGNL1	7	50444128	1.02151
GIMAP6	7	150625375	0.62162
ADCK2	7	140673153	0.67322
MKRN1	7	140453040	-1.75627
AGAP3	7	151085831	0.85686
KRBA1	7	149714781	-0.44829
ZNF767P	7	149547154	0.72116
ACTR3B	7	152759749	-1.43607
TMEM243	7	87196160	-0.3442
CCDC146	7	77122434	-0.62171
TMEM60	7	77793728	-1.21765
HILPDA	7	128455849	0.20636
FAM71F1	7	128709061	0.9079
RINT1	7	105532085	-1.28745
MDFIC	7	114922154	-1.42754
SCRN1	7	29920103	-2.34368
C7orf25	7	42908726	1.97245
GPNMB	7	23235967	2.27853
RAPGEF5	7	22118238	0.65921
RAC1	7	6374523	2.47755
KDELR2	7	6445953	2.31042
NUPL2	7	23181827	2.26403
IL6	7	22725884	1.31706
ZDHHC4	7	6577434	-0.11372
AOAH	7	36512949	0.28349
BZW2	7	16646131	-0.14746
DGKB	7	14145049	0.71168
TBRG4	7	45100100	0.85517
DDX56	7	44565417	0.12819
NACAD	7	45080438	-1.13326
CCM2	7	44999475	0.06603
MMD2	7	4905989	0.1976
GNA12	7	2728112	-0.1599
CCZ1B	7	6794134	-0.19286
CREB5	7	28299321	0.6401
EGFR	7	55019021	0.10596
IGFBP3	7	45912245	1.6191
MDH2	7	76048051	-0.57999
POMZP3	7	76609986	-0.77677
GBAS	7	55951793	-1.06986
PSPH	7	56011051	-1.22749
ZNF92	7	65373799	0.00273
ATXN7L1	7	105605067	-0.73809
TMEM168	7	112762382	-1.64232
ASB15	7	123567010	0.61281
C7orf43	7	100154420	-0.86931
SLC12A9	7	100826820	-0.23802
TMEM209	7	130164715	0.68365
AGBL3	7	134986508	0.47976
TMEM140	7	135148072	-0.92577
NOM1	7	156949723	0.25868
CNPY1	7	155474206	0.2586
NCAPG2	7	158631311	0.13445
LUC7L2	7	139340359	2.36767
C7orf31	7	25134697	0.8883
JAZF1	7	27830573	0.2147
CACNA2D1	7	81946444	-1.31322
PDE1C	7	31751179	0.06486
VOPP1	7	55436056	-0.26887
FBXL18	7	5431335	0.32056
PTPRN2	7	157539056	1.25414
LRGUK	7	134127299	-0.13428
PDIA4	7	149003062	0.43315
ELMO1	7	36854361	-0.8609
PAXIP1	7	154943687	-0.20032
STEAP2	7	90167590	-0.34529
CLDN12	7	90383721	1.68592
GATAD1	7	92447453	-0.86132
DGKI	7	137381037	0.52189
SLC37A3	7	140293693	0.25449
RADIL	7	4797055	-1.04663
AUTS2	7	69598919	-1.62244
TSPAN33	7	129144892	1.86563
AHCYL2	7	129225023	1.74416
CPA2	7	130266827	1.0807
PPP1R9A	7	94907202	-0.82993
TMED4	7	44577894	0.12819
PKD1L1	7	47774652	-2.01994
FAM131B	7	143353400	0.13155
ZYX	7	143381080	0.70201
PPP1R35	7	100435282	-3.78087
ZNF394	7	99486519	-1.25822
ORAI2	7	102433106	-1.63193
ALKBH4	7	102456238	-0.24302
SH2B2	7	102285091	0.93977
KIAA0895	7	36324221	-0.09616
TRA2A	7	23504780	0.1329
BMT2	7	112819147	-1.25419
RP9	7	33094797	-1.45789
ZNF12	7	6688433	1.43466
SLC29A4	7	5274369	1.71161
STEAP1	7	90154375	-0.16608
CDCA7L	7	21900900	-0.2816
INTS4P1	7	65141225	0.67187
COL1A2	7	94394561	0.90099
SLC13A4	7	135681237	1.10509
LMTK2	7	98106885	-0.88238
ADCY1	7	45574140	-0.92847
C7orf57	7	48035511	-0.40141
ORC5	7	104126341	-0.33363
GPER1	7	1082208	-2.8051
NOS3	7	150990995	1.19798
MICALL2	7	1428465	2.10605
INTS1	7	1470277	1.49489
CDK5	7	151053812	-0.55278
SLC4A2	7	151057210	1.29731
FOXK1	7	4682309	-1.41712
METTL2B	7	128476729	0.84793
TRPV6	7	142871203	1.0463
TMEM130	7	98846488	-1.09786
MCM7	7	100092728	-2.4144
ZSCAN21	7	100049774	-0.80355
NYAP1	7	100483927	1.23969
TSC22D4	7	100463359	-1.2106
CNPY4	7	100119613	-0.80355
NAT16	7	101170493	-0.23744
POLR2J3	7	102537918	0.86619
CCDC126	7	23597379	1.83917
RSPH10B2	7	6754109	-0.30113
TRIM56	7	101085439	-3.6335
GUSB	7	65960684	-0.33187
YWHAG	7	76326794	-1.34125
ZNF212	7	149239651	1.3192
OR2A20P	7	144250045	-1.14472
TCAF2	7	143620950	-0.44525
SEMA3E	7	83363906	6.33424
VSTM2A	7	54542325	-1.13327
SLC26A5	7	103352730	0.74877
RASA4B	7	102482445	-0.18672
GPR37	7	124745997	0.05674
KBTBD2	7	32868172	0.88568
ATP6V0E2	7	149872968	0.91454
SOSTDC1	7	16461481	0.2511
CYCS	7	25120091	-0.50935
GPR22	7	107470018	-0.75756
GNB2	7	100673531	-0.23802
ZNF680	7	64519884	-0.52271
LRRN3	7	111091006	1.27043
TMEM196	7	19719310	-0.83342
GTF2IRD2B	7	75092573	-2.08421
CNTNAP2	7	146116002	1.30324
SUGCT	7	40134977	0.03846
DNAJC30	7	73680969	-0.49619
SAMD9L	7	93130055	0.82304
ZFAND2A	7	1152071	-3.53466
FAM220A	7	6329409	3.04037
TRIM73	7	75395063	3.0891
TMEM139	7	143279957	1.12461
GIMAP7	7	150514830	-1.32324
LINC00174	7	66376044	-1.93261
CHRM2	7	136868669	1.05339
ZNF746	7	149472794	-0.36523
ZNF467	7	149764182	0.41365
ATG9B	7	151012209	-0.25238
TNRC18	7	5306790	-1.55446
CREB3L2	7	137874979	-0.86278
ZNF804B	7	88759368	1.08882
LINC01006	7	156472196	2.32214
CALN1	7	71779491	0.53367
OR7E38P	7	97966090	0.68387
RBM33	7	155644451	-1.07205
IMMP2L	7	110663051	0.47265
SPDYE16	7	76531319	0.62171
WBSCR17	7	71132169	0.43586
IKZF1	7	50304124	0.21105
C7orf61	7	100456615	0.77867
GSAP	7	77310751	1.49713
INSIG1	7	155297776	0.61299
UBE2H	7	129830732	1.59202
MAGI2	7	78017057	2.18911
LHFPL3	7	104328656	-2.67657
LINC00265	7	39733632	-0.09827
ZP3	7	76397518	-1.21142
ZBED6CL	7	150329789	1.61978
FAM221A	7	23680130	1.70281
RELN	7	103471784	-5.48599
CLDN4	7	73799542	1.21995
DPY19L2P1	7	35079989	-2.18921
RNF216P1	7	4973988	1.97761
PPIA	7	44796680	-1.13403
AC005154.6	7	30516309	-0.15979
GIMAP5	7	150722253	0.88476
STK31	7	23710167	3.1903
TRRAP	7	98877933	0.76947
EPHB4	7	100802565	1.42518
XRCC2	7	152644779	0.63005
ZKSCAN5	7	99504651	-1.0346
TOMM7	7	22812628	-1.99349
VKORC1L1	7	65873267	0.56203
ZSCAN25	7	99616946	2.23017
GAL3ST4	7	100159244	-0.87202
SND1	7	127652180	-2.20593
EIF4BP6	7	104667749	-4.96857
ZNF655	7	99558406	0.26012
ZNF786	7	149069643	0.11737
PDGFA	7	497258	3.88243
SSPO	7	149776042	-0.2433
ZNF273	7	64870172	1.00904
TCAF1	7	143851375	1.33785
SMURF1	7	99027438	1.33891
GRM3	7	86643914	1.141
ZNF277	7	112206588	0.49716
TYW1	7	66995173	-0.60327
CAPZA2	7	116811070	3.12493
ATP6V0E2-AS1	7	149867697	1.3446
ARHGEF34P	7	144272445	1.84135
SAP25	7	100572228	0.45608
TECPR1	7	98214624	-0.91146
SAMD9	7	93099513	1.29879
SPDYE18	7	77052785	0.62171
AC004980.7	7	76549360	-0.77695
STAG3L1	7	75359194	1.56776
TRBC2	7	142670777	-0.18649
ASIC3	7	151048292	1.89177
ARHGEF35	7	144186083	-0.24885
RP11-577H5.1	7	102755146	-1.09771
GPC2	7	100169606	-1.56322
ERV3-1	7	64990809	-0.97285
RP11-467H10.1	7	77115399	-0.76278
REPIN1	7	150368189	-1.43386
PAXIP1-AS2	7	154928498	1.51014
LINC00998	7	113116718	-1.03225
FIS1	7	101239458	2.25221
APTR	7	77657660	1.89425
MBLAC1	7	100126694	0.01943
RPS3AP26	7	98385801	-0.18521
FAM185BP	7	77083886	0.76775
GTF2IRD2P1	7	73242751	0.61686
ZNF727	7	64045443	1.24867
POLR2J4	7	43940895	-1.72035
AC004540.5	7	26398593	0.06379
ISPD	7	16087527	-1.6025
GRID2IP	7	6497462	-2.53472
AC009403.2	7	155611231	-1.16559
PAPOLB	7	4857733	-0.46791
UMAD1	7	7640711	0.02257
HTR5A-AS1	7	155067067	1.84742
AP4M1	7	100101549	2.5315
PLXNA4	7	132123332	-0.04056
FAM185A	7	102748971	0.82247
TCAF1P1	7	143598040	-1.83731
AC003090.1	7	25593351	2.1438
HRAT92	7	520391	2.8698
AC005076.5	7	87151423	0.73331
VSTM2A-OT1	7	54556970	-0.75133
POT1-AS1	7	124929873	0.80448
PRRT4	7	128350325	-0.98286
ZNRF2P2	7	29598795	0.24522
LHFPL3-AS2	7	104894628	0.59741
AC002064.5	7	90312496	-0.15251
CTAGE4	7	144183466	-0.61216
ELFN1	7	1688119	-0.11735
MIR29A	7	130876747	0.58661
AC000124.1	7	127476883	-2.83221
LHFPL3-AS1	7	104738597	1.59223
AC018647.3	7	35715034	-2.70621
DPY19L2P3	7	29650227	-0.83382
TRIM60P18	7	64355078	1.97394
LINC01004	7	104950315	-0.29805
AC004951.6	7	44004046	-2.01558
WEE2-AS1	7	141704338	0.55645
RASA4CP	7	44026951	-0.26539
OR2A9P	7	144294480	1.96521
PMS2P7	7	73005541	1.23232
GS1-124K5.11	7	66526088	-1.19561
DPY19L1P1	7	32580949	-0.06238
GS1-124K5.2	7	66409143	0.42752
TPI1P2	7	129055223	-0.82498
KLHL7-AS1	7	23101228	-2.11992
AC007349.7	7	36838972	0.36143
AC072052.7	7	6490793	-3.25139
LINC00689	7	159006522	0.41058
LINC-PINT	7	130941760	-0.92695
AC093673.5	7	143379692	1.56857
GS1-124K5.12	7	66554588	1.52568
AC004987.9	7	39833571	2.26021
EEF1A1P6	7	22510616	3.13732
AC004947.2	7	26551822	0.48306
ZNF736	7	64307459	-0.49359
MAGI2-AS3	7	79452877	0.26585
FAM133B	7	92560793	-1.50779
LINC00957	7	44039171	-1.08367
DPY19L2P4	7	90119400	2.90853
ZNF815P	7	5823160	0.13316
MKLN1-AS	7	131309744	-0.3296
